id,source,username,date,period,groupe_politique,text,keyword_matches,stance,intensity,target,frame,confidence,notes
116,twitter,louisboyard,2024-09-17,P4_rafah,LFI-NFP,"Nom, prénom, âge, numéro d'identification et genre. 

649 pages qui documentent la mort de plus de 34 000 Palestiniens connus à Gaza. 

Les 14 premières pages sont noircies par les noms d’enfants de moins de 1 an. 

649 pages de génocide.

Rester impassible devant ce massacre, c’est sortir de l’humanité.",['palestiniens' 'gaza' 'palestinien' 'genocide' 'massacre'],,,,,,
117,twitter,jfcoulomme,2024-05-27,P4_rafah,LFI-NFP,"Très fier de cette belle équipe !
Ce n'est pas ceux qui s'érigent contre ce génocide qui sont courageux, mais plutôt ceux qui se taisent et lui donnent des justifications qui sont des lâches  et des complices.
Nous avons dénoncé les actes criminels du Hamas, comme nous dénonçons les actes génocidaires d'Israël.
La France sera aussi jugée selon ses actes dans cette séquence de l'Histoire, pas selon le script du  one-man show de Macron dont la parole, même traduite en son contraire, est loin de la vérité.
#StopGenocide",['israel' 'hamas' 'genocide'],,,,,,
118,twitter,clemence_guette,2024-05-29,P4_rafah,LFI-NFP,"En Macronie c’est le règne de l’arbitraire, de la censure, des copinages, et du deux poids, deux mesures.

Pourquoi ce qui s’est passé hier à l’Assemblée est un scandale ? 

Le soutien inconditionnel au massacre à Gaza, est apparu au grand jour, dans toute son horreur. ⤵️",['gaza' 'massacre'],,,,,,
119,twitter,alma_dufour,2024-05-21,P4_rafah,LFI-NFP,"Soutien du bout des lèvres. 
Le Ministre des affaires étrangères reçoit aujourd’hui le ministre israélien Katz qui défend  la colonisation en Cisjordanie. Quand la France adoptera enfin des sanctions économiques pour faire cesser le génocide, elle aura joué son rôle. Pas avant.",['israelien' 'israel' 'cisjordanie' 'genocide' 'colonisation'],,,,,,
120,twitter,portes_thomas,2024-05-28,P4_rafah,LFI-NFP,"Des milliers ce soir à République pour réaffirmer notre solidarité au peuple Palestinien et dire non au génocide commis par Israël et son armée de criminels. 
Vive le peuple palestinien !",['israel' 'palestinien' 'genocide'],,,,,,
121,twitter,deputee_obono,2024-05-08,P4_rafah,LFI-NFP,"🔎7 octobre, guerre à Gaza, (anti)sionisme,  colonisation, libéralisme et racisme en Israël, antisémitisme, Etat binational, Hamas, judéité, femmes palestiniennes, maccarthysme... Riche entretien avec l'historien israélien Shlomo Sand sur @LibreQg 👇🏾
piped.video/NUlzJNvf0RU?feature…","['israelien' 'israel' 'palestiniennes' 'gaza' 'palestinien' 'hamas'
 'palestinienne' '7 octobre' 'antisemitisme' 'sionisme' 'colonisation']",,,,,,
122,twitter,s_legrain,2024-05-27,P4_rafah,LFI-NFP,"🇵🇸Stop au génocide !

Nul ne peut détourner les yeux des images de #Rafah sans s'en rendre le complice.

Rdv à 18h30 place Saint-Augustin.

Exigeons la fin des contrats d'armement et de l'accord UE-Israël, la punition des criminels de guerre, la reconnaissance de la Palestine !",['israel' 'palestine' 'genocide' 'rafah'],,,,,,
123,twitter,ersiliasoudais,2024-08-21,P4_rafah,LFI-NFP,"🇳🇨 Le gouvernement français n'a pas respecté les droits fondamentaux du peuple kanak, par la répression exercée contre lui et la négation de son droit à l'autodétermination, selon les rapporteurs spéciaux de l'ONU.

Il est maintenant temps pour la France de décoloniser la Kanaky.",['onu' 'autodetermination'],,,,,,
124,twitter,caronaymericoff,2024-08-26,P4_rafah,LFI-NFP,"« En direction de Naplouse, grande ville palestinienne du nord de la Cisjordanie occupée, quatre femmes et deux fillettes ont été violemment agressées par des « jeunes des collines », une mouvance radicale du sionisme religieux. Comme d’autres minorités, les Bédouins d’Israël sont victimes de discriminations. »","['israel' 'palestinien' 'palestinienne' 'cisjordanie' 'sionisme'
 'naplouse']",,,,,,
125,twitter,nathalieoziol,2024-09-11,P4_rafah,LFI-NFP,"🇵🇸 Il faut entendre le ministre palestinien Qaddoura Fares en charge des détenus politiques. À l’invitation de Thomas Portes et Mathilde Panot, notre groupe parlementaire l’a reçu à l’Assemblée nationale avec Salah Hammouri, prisonnier politique pendant 10 ans dans les prisons israéliennes.

Quand ils racontent les conditions cruelles de détention des détenus dans les geôles israéliennes, les pratiques de torture, les humiliations, on ne peut qu’être saisi d’effroi et d’empathie pour celles et ceux qui subissent et souffrent de la politique violente du gouvernement d’extrême-droite israélien.

« Les pays qui soutiennent Israël le font en livrant des armes. Nous demandons à être soutenus par le respect du droit international », nous disent-ils.

La France doit faire respecter les Conventions du droit international et reconnaître l’État de Palestine.","['israelien' 'israel' 'palestine' 'israeliennes' 'palestinien'
 'israelienne' 'droit international']",,,,,,
126,twitter,nathalieoziol,2024-06-01,P4_rafah,LFI-NFP,"« Vous savez ce qu’il y a à faire le 9 juin, n’oubliez pas d’aller voter »
« LFI ! LFI ! »

Incroyable accueil à la manifestation pour la Palestine à La Paillade.",['palestine'],,,,,,
127,twitter,s_legrain,2024-05-28,P4_rafah,LFI-NFP,"Ça bégaye fort. 

Le 9 juin, on vote pour la seule qui tienne bon quand il s’agit de défendre la Palestine 🇵🇸 

#Le9JuinCestManon #DebatBFM",['palestine'],,,,,,
128,twitter,clairemlejeune,2024-05-28,P4_rafah,LFI-NFP,"A #Rafah des corps calcinés, des enfants décimés, l'essence du droit international piétiné.

Ils n'ont que des mots creux, de la petite discipline face à ce que @sebastiendelogu leur met sous les yeux :un peuple 🇵🇸 attaqué en tant que peuple par l'armée genocidaire.

Honte à eux!",['droit international' 'rafah'],,,,,,
129,twitter,arnaultraphael,2024-06-15,P4_rafah,LFI-NFP,"nous mettant parfois en danger, contre TOUTES formes de racisme au sein de nos diverses luttes.

Notre ligne est clair depuis le début : pour la paix entre les peuples, lutte contre l’antisémitisme, l’islamophobie et toutes formes de racisme. [3/4] ⤵️",['antisemitisme' 'islamophobie'],,,,,,
130,twitter,ugobernalicis,2024-05-20,P4_rafah,LFI-NFP,"🔴 Le procureur de la Cour pénale internationale réclame un mandat d’arrêt contre Benyamin Nétanyahou et son ministre de la défense d’Israël, Yoav Gallant pour crimes de guerre et crimes contre l’humanité, ainsi que trois dirigeants du Hamas.

⚠️ La #France doit maintenant agir en stoppant toutes livraisons d'armes et en sanctionnant les criminels de guerre du gouvernement Israélien.","['israelien' 'israel' 'netanyahou' 'hamas' 'gouvernement israelien'
 'crimes de guerre' 'cour penale internationale']",,,,,,
131,twitter,ugobernalicis,2024-05-27,P4_rafah,LFI-NFP,"Les images qui nous sont parvenues hier de #Rafah sont absolument effroyables. 

Il est grand temps que la France agisse. Les criminels de guerre #Netanyahou et son gouvernement doivent être sanctionnés tout comme l'armée génocidaire israelienne, le génocide en cours doit être stoppé et l'Etat de #Palestine reconnu.  🇵🇸","['israelien' 'israel' 'palestine' 'netanyahou' 'israelienne' 'genocide'
 'rafah']",,,,,,
132,twitter,caronaymericoff,2024-07-22,P4_rafah,LFI-NFP,"Je n’ai lu que la première phrase. Ca m’a suffi. Marre de cette désinformation et de ce négationnisme.
Le génocide à Gaza, il est documenté ici:

lesmutins.org/gaza-apres-le-…",['gaza' 'genocide'],,,,,,
133,twitter,caronaymericoff,2024-07-13,P4_rafah,LFI-NFP,« Les forces d'occupation israéliennes ne se sont pas complètement retirées du quartier de Tel el-Hawa. Des tireurs d'élite d'occupation sont déployés sur les routes. Des tireurs d'élite israéliens ont abattu des dizaines de Palestiniens aujourd'hui. »,"['palestiniens' 'israelien' 'israel' 'israeliens' 'israeliennes'
 'palestinien' 'israelienne' 'occupation']",,,,,,
134,twitter,legavrejerome,2024-05-28,P4_rafah,LFI-NFP,"Voilà le résultat du soutien de fait des États Unis, de l’Union européenne, de l’État français au gouvernement Netanyahu : le carnage se poursuit.
La mobilisation massive observée partout hier soir doit continuer et elle doit s’amplifier.",['netanyahu'],,,,,,
135,twitter,caronaymericoff,2024-09-21,P4_rafah,LFI-NFP,.@FranceTV @franceinfo @BFMTV @LCI @RTLFrance @TF1… allez-vous enfin montrer l’horreur qui se déroule à Gaza ?,['gaza'],,,,,,
136,twitter,deputee_obono,2024-07-26,P4_rafah,LFI-NFP,"Palestine vivra ! 🇵🇸✊🏾
#JeuxOlympiques #Paris2024 #ceremoniedouverture",['palestine'],,,,,,
137,twitter,caronaymericoff,2024-09-20,P4_rafah,LFI-NFP,"Elle n’est plus.
Tuée à Gaza.
Avec ses 5 sœurs.

Les Etats-Unis et la France, complices.",['gaza'],,,,,,
138,twitter,deputee_obono,2024-09-29,P4_rafah,LFI-NFP,"« Israel assassin, Macron complice ! »
Soutien au peuple libanais. 🇱🇧✊🏾
#LebanonUnderAttack",['israel' 'onu'],,,,,,
139,twitter,portes_thomas,2024-08-22,P4_rafah,LFI-NFP,"« L’hépatite A est présente ; de nombreux enfants souffrent de maladies cutanées , la polio a fait son apparition. La crise de la gestion des déchets solides à Gaza est une crise sanitaire qui aura des effets nocifs durables sur la population » Terrible. lemonde.fr/international/art…",['gaza'],,,,,,
140,twitter,portes_thomas,2024-09-27,P4_rafah,LFI-NFP,"« il faut reconstruire nos implantations dans la bande de Gaza[…] Il faut une souveraineté juive sur toute la bande de Gaza » à nouveau l’avocate franco israélienne Nili Kupfer- Naouri fait l’apologie de la colonisation sur I24news. 
Je saisis à nouveau le Procureur de la République. Nous ne laisserons jamais les soutien du génocide dérouler leur propagande.","['israelien' 'israel' 'gaza' 'israelienne' 'bande de gaza' 'genocide'
 'colonisation']",,,,,,
141,twitter,portes_thomas,2024-07-26,P4_rafah,LFI-NFP,"La honte internationale. 
Personne n’oubliera ces images. 
À jamais Macron restera comme celui qui a déroulé le tapis rouge au président d’un état qui commet un génocide. 
Pendant qu’il tape sur l’épaule d’Herzog, l’armée israélienne continue de massacrer le peuple Palestinien.","['israelien' 'israel' 'palestinien' 'israelienne' 'armee israelienne'
 'genocide' 'massacre']",,,,,,
142,twitter,arnaultraphael,2024-05-14,P4_rafah,LFI-NFP,"Instauration d’un couvre-feu, envoi du RAID, du GIGN et compagnie…

Voilà comment agit notre gouvernement dans ce qu’il considère comme ses colonies, faut pas s’étonner si ça soutient « inconditionnellement » les massacres de l’État Israélien.",['israelien' 'israel' 'massacre' 'colonies'],,,,,,
143,twitter,caronaymericoff,2024-08-28,P4_rafah,LFI-NFP,"Dans un long argumentaire auquel il m’a empêché de répondre directement, @askolovitchC m’accuse de « fabriquer de l’antisémitisme » et insinue que je serais antisémite moi-même, ou irresponsable, ou les deux, parce que j’ai signalé les propos scandaleux du Grand-rabbin Haïm Korsia sur les massacres à Gaza et leurs dizaines de milliers de morts, massacres-crimes de guerre qu’il a dit pleinement soutenir. 
Cette accusation est un naufrage de la part d’un journaliste dont j’ai pourtant souvent apprécié les analyses.",['gaza' 'antisemitisme' 'antisemite' 'crimes de guerre' 'massacre'],,,,,,
144,twitter,mbompard,2024-07-22,P4_rafah,LFI-NFP,"Je soutiens Thomas Portes face à la vague de haine qu'il subit.

Face aux violations répétées du droit international par le gouvernement israélien, il est légitime de demander à ce que ses athlètes concourent sous bannière neutre aux Jeux Olympiques.","['israelien' 'israel' 'gouvernement israelien' 'droit international'
 'legitime']",,,,,,
145,twitter,alma_dufour,2024-07-26,P4_rafah,LFI-NFP,"On attend les excuses publiques de ceux qui sans attendre les résultats de l'enquête, ont accusé et jeté en pâture les étudiants de science po, les manifestants pour le cessez-le-feu à Gaza, la France Insoumise...",['gaza' 'cessez-le-feu'],,,,,,
146,twitter,portes_thomas,2024-09-27,P4_rafah,LFI-NFP,"Israël pratique l’assassinat de masse. 
Ce n’est pas le fait d’individus isolés.
C’est une politique d’état assumée et planifiée.",['israel'],,,,,,
147,twitter,caronaymericoff,2024-07-22,P4_rafah,LFI-NFP,"Arrêtez vos guignolades.
Tout est bon de votre part pour essayer de faire oublier que le FN-RN est un parti aux fondations antisémites, dont de nombreux membres sont toujours antisémites, en plus d’être islamophobes.
Mais vous en faites trop, 10 fois trop. Personne ne croit à votre soudaine rédemption.",['antisemite' 'islamophobe'],,,,,,
148,twitter,caronaymericoff,2024-08-20,P4_rafah,LFI-NFP,"Non, je ne lâcherai jamais. 
#GenocideinGaza",['gaza' 'genocide'],,,,,,
149,twitter,caronaymericoff,2024-05-28,P4_rafah,LFI-NFP,"Voilà comment fonctionnent les fascistes du gouvernement israélien et leurs soutiens, en France et ailleurs : des menaces contre les personnes qui s’opposent à leur politique criminelle, et contre les familles de ces personnes.",['israelien' 'israel' 'gouvernement israelien'],,,,,,
150,twitter,guiraudind,2024-09-24,P4_rafah,LFI-NFP,"🇱🇧 Le bilan des bombardements du Liban par Israël s’alourdit d’heures en heures. On parle de plus de 500 morts, dont 35 enfants. 

Et toujours les mêmes arguments pour justifier la guerre génocidaire : Israël ne massacre pas des Libanais mais « le Hezbollah », comme Israël ne massacre pas des Palestiniens mais « le Hamas ». Israël massacre « pour le bien » des Libanais comme « pour le bien » des Palestiniens. Et Israël détourne le concept de « boucliers humains » pour justifier le massacre de civils.

Un gouvernement ayant le souci du droit international et de la préservation des vies innocentes devrait s’employer à poursuivre en justice toutes les personnes qui font l’apologie de ces crimes de guerre et qui propagent cette rhétorique génocidaire. Mais même ça c’est trop demander à ce gouvernement pitoyable.","['palestiniens' 'israel' 'palestinien' 'hamas' 'droit international'
 'bombardement' 'civils' 'crimes de guerre' 'massacre' 'bombardements']",,,,,,
151,twitter,jfcoulomme,2024-05-28,P4_rafah,LFI-NFP,"Sa famille et son histoire politique nous rappellent que ""Maréchale nous voilà"" et ses chemises brunes détestent désormais encore plus les musulmans que les juifs.
Nul doute qu'au pouvoir, ils réserveraient aujourd'hui aux mahométains et aux gauchistes le même sort atroce qu'ils infligèrent il y a quelques dizaines d'années  aux israélites et aux francs-maçons...",['israel'],,,,,,
152,twitter,deputee_obono,2024-03-24,P3_post_cij,LFI-NFP,"🎥#RecapDeLaSemaine
➡️A l’Assemblée : réunion ""J'y suis, j'y vote"", colloque sur la lutte contre le racisme en France et en Europe
➡️En circo : AG LFI, rencontre d'association
➡️En déplacement : visite d'un tiers lieu, soutien de candidate, manif #Gaza, réunion publique antifa",['gaza'],,,,,,
153,twitter,ericcoquerel,2024-03-20,P3_post_cij,LFI-NFP,"🇵🇸 GAZA : CESSEZ-LE-FEU !

📣 Réunion publique

Retour sur le 1er voyage d’une délégation d’élus français à Rafah, et sur la situation humanitaire et sanitaire dans la bande de Gaza

Mardi 26 mars 2024
19H00
📍Salle Rouge, 27 avenue Gabriel Péri, Saint-Ouen",['gaza' 'bande de gaza' 'cessez-le-feu' 'rafah'],,,,,,
154,twitter,caronaymericoff,2024-04-27,P3_post_cij,LFI-NFP,"Cette dame, qui m’a pris à partie hier devant #SciencesPo, m’a aussi affirmé, alors que je disais que nous défendions simplement le peuple palestinien : « Le peuple palestinien n’existe pas. »
Voilà ce que pensent ceux qui ont tenté de venir faire le coup de poing hier après-midi à Sciences Po Paris avec des drapeaux israéliens pour défendre le régime génocidaire de Netanyahou: pour ces extrémistes les Palestiniens n’ont aucun droit, ils n’existent même pas, on peut donc les exterminer sans problème.","['palestiniens' 'israelien' 'israel' 'israeliens' 'netanyahou'
 'palestinien']",,,,,,
155,twitter,mathildepanot,2024-01-26,P3_post_cij,LFI-NFP,"🇵🇸 Décision historique de la Cour Internationale de Justice, qui établit très clairement le risque génocidaire dans la bande de Gaza, et impose des mesures conservatoires immédiates à Israël.

Netenyahou devra maintenant rendre des comptes de ses crimes de guerre devant la justice internationale. 

Les États signataires de la Convention contre le génocide dont la France, doivent désormais prendre leurs responsabilités. 

Cessez le feu à Gaza !","['israel' 'gaza' 'bande de gaza' 'genocide'
 'cour internationale de justice' 'crimes de guerre']",,,,,,
156,twitter,caronaymericoff,2024-02-26,P3_post_cij,LFI-NFP,"Il y a une émission sur Radio J avec un concept particulier: toutes les semaines un ancien journaliste, @frhaz, invite quelqu’un pour lui faire dire que la @FranceInsoumise, @JLMelenchon ou toutes celles et tous ceux qui s’engagent pour que cessent les massacres d’enfants à Gaza sont antisémites.
Et quand ses invités ne le disent pas assez franchement, il revient à la charge et met les mots dans leur bouche. 
Certains il est vrai ne se font pas prier, comme ici Richard Berry, qui fait le pire en décrétant que la critique du gouvernement d’extrême-droite israélien équivaut à de l’antisémitisme.",['israelien' 'israel' 'gaza' 'antisemitisme' 'antisemite' 'massacre'],,,,,,
157,twitter,caronaymericoff,2024-04-15,P3_post_cij,LFI-NFP,"« Sans faille » = « inconditionnellement »=
« Fermer les yeux sur le génocide en cours à Gaza et ses déjà 40 000 morts et disparus. »
Apologie de crimes de guerre et de génocide. 
La déchéance.",['gaza' 'genocide' 'crimes de guerre'],,,,,,
158,twitter,portes_thomas,2024-01-30,P3_post_cij,LFI-NFP,"Depuis plusieurs semaines 4000 français sont engagés à Gaza aux côtés de l’armée israélienne. Alors que que la Cour de Internationale de Justice a indiqué l’existence « d’un risque de sérieux de génocide » dans la bande de Gaza, demandant la mise en place de mesures conservatoires, la France doit faire respecter ces mesures comme signataire de la convention de 1948. En refusant d’ouvrir des enquêtes et en fermant les fermant les yeux sur ces 4000 soldats, la France se rend complice des crimes de guerre commis par Israël.","['israelien' 'israel' 'gaza' 'israelienne' 'armee israelienne'
 'bande de gaza' 'genocide' 'crimes de guerre']",,,,,,
159,twitter,caronaymericoff,2024-04-01,P3_post_cij,LFI-NFP,"Le Hamas, « mes amis » ? @al_petel j’ai découvert à travers vous, à l’Assemblée, ce qui se fait de pire dans la politique.",['hamas'],,,,,,
160,twitter,legavrejerome,2024-04-27,P3_post_cij,LFI-NFP,"Rafah. Sur les tentes de fortune des réfugiés : « merci aux étudiants de Columbia ; merci aux étudiants solidaires de Gaza »… Déchirant ! Oui, les étudiants mobilisés pour que cesse le massacre montrent la voie. Suivons leur exemple, appuyons-le de toutes nos forces !",['gaza' 'massacre' 'rafah'],,,,,,
161,twitter,legavrejerome,2024-04-26,P3_post_cij,LFI-NFP,"Demain à partir de 14h à Clichy-sous-Bois, rassemblement pour un cessez-le-feu à Gaza et en Palestine. 
Je tiendrai une réunion publique à la suite de celui-ci.",['palestine' 'gaza' 'cessez-le-feu'],,,,,,
162,twitter,guiraudind,2024-03-24,P3_post_cij,LFI-NFP,"🇵🇸🚨 Depuis l’attaque israélienne de l’hôpital Al-Shifa à Gaza nous n’avions plus de nouvelles. Mais certains ont réussi à fuir et témoignent des monstruosités qui auraient été commises par l’armée israéliennes : Viols, torture, exécutions, humiliations.","['israelien' 'israel' 'gaza' 'israeliennes' 'israelienne'
 'armee israelienne' 'shifa']",,,,,,
163,twitter,ugobernalicis,2024-04-18,P3_post_cij,LFI-NFP,"Une justice partiale s'est aujourd'hui prononcée pour condamner Jean-Paul Delescaut, secrétaire fédéral de la CGT59, à 1 ans de prison avec sursis pour apologie du terrorisme, pour un tract !!!

C'est d'une gravité absolue. Toute explication sur les causes du conflit israelo-palestien pourrait donc tomber sous le coup de la loi (loi ambiguë, votée sous le gouvernement ""socialiste"" de @fhollande et @BCazeneuve).

Tous les démocrates et les républicains de ce pays doivent se réveiller et s'insurger contre cette décision, et cette loi.

Les avocats de la défense interjettent appel. 

Tout mon soutien et ma fraternité à Jean-Paul et à la #CGT59 qui ce sont toujours battus pour la paix !",['israel'],,,,,,
164,twitter,louisboyard,2024-03-25,P3_post_cij,LFI-NFP,"Enfin !

Le Conseil de sécurité de l’ONU vient d’adopter une résolution demandant le cessez-le-feu immédiat à Gaza.

C’est grâce à la mobilisation des peuples du monde.

La France doit maintenant s’employer à faire appliquer la décision pour qu’enfin s’arrête le génocide.",['gaza' 'onu' 'genocide' 'cessez-le-feu' 'conseil de securite'],,,,,,
165,twitter,nathalieoziol,2024-02-24,P3_post_cij,LFI-NFP,Vraiment bravo et merci à eux de dénoncer le massacre insupportable qui se déroule sous nos yeux à Gaza,['gaza' 'massacre'],,,,,,
166,twitter,hadrienclouet,2024-01-30,P3_post_cij,LFI-NFP,"🤔Les offres d'emploi illégales, d'où viennent-elles ?

Explications sur mon blog ➡️ hadrienclouet.fr/2024/01/30/…",['illegal' 'illegale'],,,,,,
167,twitter,legavrejerome,2024-03-30,P3_post_cij,LFI-NFP,"À 14h Place de la République cet après-midi, rendez-vous pour une nouvelle manifestation pour un cessez-le-feu à Gaza et en Palestine.",['palestine' 'gaza' 'cessez-le-feu'],,,,,,
168,twitter,caronaymericoff,2024-01-27,P3_post_cij,LFI-NFP,"Je n’ai jamais dit que « LES juifs sont responsables de l’antisémitisme », vous êtes une fois de plus à côté de la plaque: je parle de vous, qui osez comme d’autres traiter d’antisémites des gens qui n’ont jamais tenu le moindre propos antisémite dans leur vie, au seul motif qu’ils critiquent le gouvernement israélien, la colonisation, les crimes de guerre. C’est vous qui entretenez une confusion dangereuse en faisant croire que le gouvernement israélien, ce sont « LES juifs », malhonnêteté intellectuelle que je dénonce, d’abord parce que de nombreux israéliens sont des militants de la paix et rejettent l’actuel gouvernement, et ensuite parce que plus de la moitié des juifs dans le monde ne vivent pas en Israël et n’ont pas de lien avec ce pays. 
Vous êtes un militant politique, et vous ne représentez pas « LES juifs ».","['israelien' 'israel' 'israeliens' 'gouvernement israelien'
 'antisemitisme' 'antisemite' 'crimes de guerre' 'colonisation']",,,,,,
169,twitter,portes_thomas,2024-03-29,P3_post_cij,LFI-NFP,"L’armée « le plus morale du monde » dans ses œuvres. 
Des criminels de guerre qui utilisent des palestiniens comme bouclier humain devant un char. 
Israël assassine un peuple, chaque jour les images arrivent et éclatent au grand jour.",['palestiniens' 'israel' 'palestinien'],,,,,,
170,twitter,emmanfernandes,2024-02-24,P3_post_cij,LFI-NFP,"Cette semaine,je participais à une conférence pour 1 cessez-le-feu à Gaza avec l'ex-prisonnier politique Salah Hamouri. Sa détermination dans sa lutte pour l'autodétermination palestinienne inspire,il l'a durement payée en étant arbitrairement détenu dans les geôles de Netanyahou","['gaza' 'netanyahou' 'palestinien' 'palestinienne' 'autodetermination'
 'cessez-le-feu']",,,,,,
171,twitter,abomangoli,2024-04-25,P3_post_cij,LFI-NFP,"Le fait que l’on soit les seuls à soutenir Gaza cristallise l’attention médiatique, c’est tout. Plus la chasse aux sorcières. Ils ne veulent pas entendre parler des travailleurs Uberisés ou du marché de l’électricité ou de l’austérité budgétaire 🇪🇺D’ailleurs nos sujets habituels.",['gaza'],,,,,,
172,twitter,caronaymericoff,2024-04-04,P3_post_cij,LFI-NFP,"C’est le gouvernement israélien, déjà responsable de génocide, qui refuse aujourd’hui la signature d’un cessez-le-feu en s’opposant au retour des Palestiniens déplacés par la dernière offensive israélienne dans la bande de Gaza.
Volonté d’épuration ethnique.","['palestiniens' 'israelien' 'israel' 'gaza' 'palestinien' 'israelienne'
 'gouvernement israelien' 'bande de gaza' 'genocide' 'cessez-le-feu']",,,,,,
173,twitter,mbompard,2024-04-19,P3_post_cij,LFI-NFP,"Ce menteur de Xavier Bertrand continue de calomnier la France insoumise, qui a appelé à la libération des otages détenus par le Hamas depuis le premier jour.

Mais il est toujours incapable d’appeler au cessez-le-feu face au massacre en cours à Gaza.",['gaza' 'hamas' 'otage' 'otages' 'massacre' 'cessez-le-feu'],,,,,,
174,twitter,caronaymericoff,2024-03-14,P3_post_cij,LFI-NFP,"Je me suis rendu à @sciencespo ce matin pour apporter mon soutien aux étudiantes et aux étudiants qui se mobilisent pour la paix à Gaza et qui ont été injustement accusés d’antisémitisme suite à un incident monté en épingle dans le but de discréditer leur action. 
Bravo à toutes les voix et les énergies qui œuvrent pour que cessent les massacres d’innocents en cours à Gaza.
Et merci à la direction de Sciences Po pour sa réactivité et son accueil.",['gaza' 'antisemitisme' 'massacre'],,,,,,
175,twitter,legavrejerome,2024-04-19,P3_post_cij,LFI-NFP,"Convocation par la police de Rima Hassan : ce climat d’intimidation, de répression d’état et de criminalisation de toutes celles et ceux qui exigent l’arrêt du massacre des palestiniens est inacceptable ! Ils ne nous feront pas taire ! #SoutienRima",['palestiniens' 'palestinien' 'massacre'],,,,,,
176,twitter,mathildepanot,2024-02-12,P3_post_cij,LFI-NFP,"🇵🇸 1,4 millions de palestiniens coincés à Rafah.

Sans eau, électricité, médicaments. 
Netanyahu décide d’y lancer une offensive meurtrière.

Le risque génocidaire se concrétise de plus en plus chaque jour.

Jamais nous ne nous tairons devant ces massacres de masse.",['palestiniens' 'palestinien' 'netanyahu' 'massacre' 'rafah'],,,,,,
177,twitter,portes_thomas,2024-03-28,P3_post_cij,LFI-NFP,"Des nouvelles de « l’armée la plus morale du monde » ? À Gaza des recueils de poèmes sont distribués aux soldats israéliens incitent au meurtre des Gazaouis.
Ce n’est pas une armée, ce sont des fanatiques qui veulent éradiquer le peuple palestinien.  courrierinternational.com/ar…",['israelien' 'israel' 'israeliens' 'gaza' 'palestinien'],,,,,,
178,twitter,legavrejerome,2024-04-25,P3_post_cij,LFI-NFP,"Le combattant de l’arrière… Celui qu’on n’a ni vu ni entendu dans les nombreuses manifestations contre le génocide des palestiniens se rappelle aujourd’hui qu’il y a un massacre. Mais c’est pour dénoncer LFI ; ce petit opportuniste se dit qu’il y a peut être des galons et une place à gagner en se joignant à la meute. C’est toujours mieux d’être du côté du manche…
L. Deffontaine ne veut pas être associé à LFI ? Ça tombe bien ! On ne veut rien avoir à faire avec lui.",['palestiniens' 'palestinien' 'genocide' 'massacre'],,,,,,
179,twitter,alma_dufour,2024-02-09,P3_post_cij,LFI-NFP,"27 000 morts, 500 000 personnes qui sont menacées de famine par le blocus, si Israël finit par tuer des centaines de milliers de personnes elle dira encore qu’il ne faisait que se défendre. L’histoire la jugera. Nous avons notre conscience pour nous. #CEASEFIRE_NOW",['israel' 'famine' 'blocus'],,,,,,
180,twitter,alma_dufour,2024-04-27,P3_post_cij,LFI-NFP,"Et bien qu’elle aille à Gaza avec sa famille maudite, qu’elle emmène sa nièce aussi, voir s’ils ont de la chance, ou de l’eau. 

Ps : si les Waffen SS qui ont créé son parti n’avaient pas commis la Shoah on en serait pas là",['gaza'],,,,,,
181,twitter,portes_thomas,2024-02-28,P3_post_cij,LFI-NFP,30.000 palestiniens assassinés à Gaza.,['palestiniens' 'gaza' 'palestinien'],,,,,,
182,twitter,caronaymericoff,2024-03-15,P3_post_cij,LFI-NFP,"Beaucoup trop long @Meyer_Habib, je n’ai vraiment pas le temps de répondre point par point à vos élucubrations, mensonges et accusations.

Je retiens donc l’essentiel : le fait que vous confirmez et assumez votre amitié avec le criminel Netanyahou, coupable (entre autres) d’orchestrer à Gaza un génocide qui a déjà fait des dizaines de milliers de victimes, essentiellement des enfants. Cela dit qui vous êtes.",['gaza' 'netanyahou' 'genocide'],,,,,,
183,twitter,aurelientache,2023-11-14,P2_offensive,LFI-NFP,Intéressant. Cela bouge partout. #CeasefireInGazaNOW,['gaza'],,,,,,
184,twitter,caronaymericoff,2023-11-17,P2_offensive,LFI-NFP,"LCP organisait un débat sur le thème « Israël/Hamas : qui va remporter la guerre des images ? », après la diffusion à l’Assemblée du film des atrocités du Hamas le 7 octobre.
Sur Twitter certains de mes propos en ont été extirpés et volontairement coupés pour en déformer le sens.

Cette entreprise malveillante fait précisément partie de la guerre de communication actuellement en cours, où les partisans du camp de la paix sont particulièrement ciblés.

Voici donc la réalité de mes interventions dans ce débat au cours duquel je rappelle l’importance du recul que les Parlementaires doivent avoir et où je demande au nom d’une vision équilibrée du conflit que les images des conséquences du bombardement à Gaza soient également diffusées aux parlementaires.",['israel' 'gaza' 'hamas' '7 octobre' 'bombardement'],,,,,,
185,twitter,arnaultraphael,2023-11-18,P2_offensive,LFI-NFP,"Une foule immense (au moins 10 000 personnes) dans la rue à Lyon pour le cessez le feu et la solidarité avec la Palestine 🇵🇸🕊️

Paix et solidarité entre les peuples, partout !",['palestine'],,,,,,
