bloc,batch,demand,n,total,pct
Gauche radicale,CEASEFIRE_BREACH,educational_reform,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,embargo,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,end_apartheid,3,544,0.55
Gauche radicale,CEASEFIRE_BREACH,end_blockade,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,end_colonization,3,544,0.55
Gauche radicale,CEASEFIRE_BREACH,end_ethnic_cleansing,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,end_genocide,3,544,0.55
Gauche radicale,CEASEFIRE_BREACH,end_impunity,3,544,0.55
Gauche radicale,CEASEFIRE_BREACH,end_occupation,3,544,0.55
Gauche radicale,CEASEFIRE_BREACH,end_support_for_israel,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,end_to_genocide,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,end_war_crimes,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,enforce_international_law,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,evacuation_injured,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,financial_aid,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,freedom,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,freedom_of_choice,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,freedom_of_expression,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,freedom_to_protest,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,genocide_recognition,2,544,0.37
Gauche radicale,CEASEFIRE_BREACH,genocide_stop,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,hold_netanyahu_accountable,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,hostage_release,11,544,2.02
Gauche radicale,CEASEFIRE_BREACH,housing_support,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,humanitarian_aid,9,544,1.65
Gauche radicale,CEASEFIRE_BREACH,humanitarian_help,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,humanitarian_support,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,immediate_ceasefire,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,immediate_release,4,544,0.74
Gauche radicale,CEASEFIRE_BREACH,increase_financing,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,independence,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,international_law,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,international_support,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,isolation_israel,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,join_hague_group,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,journalist_release,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,justice,7,544,1.29
Gauche radicale,CEASEFIRE_BREACH,justice_for_war_criminals,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,justice_international,3,544,0.55
Gauche radicale,CEASEFIRE_BREACH,maintain_ceasefire,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,mass_humanitarian_aid,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,match_annulment,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,media_accountability,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,media_ban,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,mental_health_priority,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,mobilization,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,none,268,544,49.26
Gauche radicale,CEASEFIRE_BREACH,opposition_project,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,opposition_to_ethnic_cleansing,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,peace,6,544,1.1
Gauche radicale,CEASEFIRE_BREACH,peace_and_stability,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,peace_conditions,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,permanent_ceasefire,2,544,0.37
Gauche radicale,CEASEFIRE_BREACH,political_prisoner_release,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,prisoner_release,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,protection_palestinians,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,public_mobilization,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,recognition_apartheid,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,recognition_of_crimes,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,recognition_of_genocide,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,recognition_of_state_of_palestine,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,recognition_state_palestine,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,recognize_genocide,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,reconstruction,2,544,0.37
Gauche radicale,CEASEFIRE_BREACH,release,2,544,0.37
Gauche radicale,CEASEFIRE_BREACH,release_all_hostages,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,release_arrested,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,release_hamdan_ballal,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,release_humanitarian,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,release_of_healthcare_workers,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,release_of_political_prisoners,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,respect_ceasefire,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,respect_international_law,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,return_of_evacuated,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,return_of_palestinians,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,return_of_refugees,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,right_to_self_determination,2,544,0.37
Gauche radicale,CEASEFIRE_BREACH,sanctions,9,544,1.65
Gauche radicale,CEASEFIRE_BREACH,sanctions_against_israel,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,self_determination,2,544,0.37
Gauche radicale,CEASEFIRE_BREACH,social_justice,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,solidarity,4,544,0.74
Gauche radicale,CEASEFIRE_BREACH,solidarity_with_palestinians,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,solidarity_with_people,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,state_recognition,13,544,2.39
Gauche radicale,CEASEFIRE_BREACH,statehood,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,stop_actions,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,stop_arms_delivery,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,stop_arms_sales,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,stop_bombing,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,stop_colonization,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,stop_deportation,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,stop_genocide,8,544,1.47
Gauche radicale,CEASEFIRE_BREACH,stop_repression,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,student_support,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_UNRWA,4,544,0.74
Gauche radicale,CEASEFIRE_BREACH,support_artist,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_artists,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_decolonial_struggles,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_for_palestine,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_for_palestinians,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_for_peace,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_humanitarian,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_palestinians,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,support_students,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,suspend_agreement,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,suspension_economic_agreements,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,suspension_group,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,sustainable_peace,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,total_ceasefire,2,544,0.37
Gauche radicale,CEASEFIRE_BREACH,troop_withdrawal,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,truce,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,two_state_solution,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,unconditional_ceasefire,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,war_crime_accountability,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,war_criminals_judged,1,544,0.18
Gauche radicale,CEASEFIRE_BREACH,withdrawal,1,544,0.18
Gauche radicale,CHOC,['ICC_judgment_of_war_crimes' 'universal_accountability'],1,872,0.11
Gauche radicale,CHOC,['UN_NotATarget_support' 'end_civilian_killings_by_Israel'],1,872,0.11
Gauche radicale,CHOC,['aide_humaine_pour_les_civils' 'protection_des_civils_gaza'],1,872,0.11
Gauche radicale,CHOC,['boycott'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'end_blockade'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'end_bombing' 'lift_blockade'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'end_colonization'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'end_massacre'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'hostage_release' 'lift_siege'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'hostage_release' 'state_recognition'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'hostage_release'],4,872,0.46
Gauche radicale,CHOC,['ceasefire' 'humanitarian_access'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'humanitarian_aid' 'hostage_release'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'humanitarian_corridor'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'humanitarian_truce' 'colonization_recognition'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'humanitarian_truce' 'peace_talks' 'two_state_solution'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'humanitarian_truce' 'recognition_state_palestine'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'humanitarian_truce'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'peace'],1,872,0.11
Gauche radicale,CHOC,['ceasefire' 'two_state_solution'],1,872,0.11
Gauche radicale,CHOC,['ceasefire'],62,872,7.11
Gauche radicale,CHOC,"['cessez-le-feu' 'protection des populations civiles palestiniennes'
 'libération des otages du Hamas'
 'diplomatie active pour le retour d’un processus de paix']",1,872,0.11
Gauche radicale,CHOC,"['cessez-le-feu' 'respect_du_droit_international_humanitaire'
 'protection_des_civils' 'protection_des_otages']",1,872,0.11
Gauche radicale,CHOC,['cessez-le-feu'],1,872,0.11
Gauche radicale,CHOC,['condemn_antisemitism' 'stand_with_pivet_against_antisemitism'],1,872,0.11
Gauche radicale,CHOC,"['condemn_hamas_attack'
 'condemn_israeli_actions_exceeding_international_law']",1,872,0.11
Gauche radicale,CHOC,['condemn_justifications_of_war_crimes'],1,872,0.11
Gauche radicale,CHOC,['condemnation_colonization'],1,872,0.11
Gauche radicale,CHOC,['end_blockade' 'unblocked_humanitarian_access' 'protection_of_civilians'],1,872,0.11
Gauche radicale,CHOC,['end_colonialism'],1,872,0.11
Gauche radicale,CHOC,['end_occupation' 'end_apartheid'],1,872,0.11
Gauche radicale,CHOC,['hostage_release'],1,872,0.11
Gauche radicale,CHOC,['humanitarian_aid'],1,872,0.11
Gauche radicale,CHOC,['humanitarian_ceasefire'],1,872,0.11
Gauche radicale,CHOC,['humanitarian_pause'],1,872,0.11
Gauche radicale,CHOC,['humanitarian_truce'],1,872,0.11
Gauche radicale,CHOC,['justice' 'peace'],1,872,0.11
Gauche radicale,CHOC,['justice'],1,872,0.11
Gauche radicale,CHOC,['moratoire_sur_les_idioties'],1,872,0.11
Gauche radicale,CHOC,"['oppose_blank_check_proclamation' 'protection_of_civilians'
 'respect_for_international_law']",1,872,0.11
Gauche radicale,CHOC,['palestinian_freedom'],1,872,0.11
Gauche radicale,CHOC,['palestinian_rights'],1,872,0.11
Gauche radicale,CHOC,['pausehumanitaire'],1,872,0.11
Gauche radicale,CHOC,['peace'],1,872,0.11
Gauche radicale,CHOC,['peace_call'],2,872,0.23
Gauche radicale,CHOC,['political_solution'],1,872,0.11
Gauche radicale,CHOC,['prevent_genocide'],1,872,0.11
Gauche radicale,CHOC,['protect_right_to_protest' 'freedom_of_expression'],1,872,0.11
Gauche radicale,CHOC,['solidarity_with_gaza'],1,872,0.11
Gauche radicale,CHOC,['solidarity_with_palestine' 'solidarity_with_kurdistan'],1,872,0.11
Gauche radicale,CHOC,['solidarity_with_palestinians'],1,872,0.11
Gauche radicale,CHOC,['support_demonstrations'],1,872,0.11
Gauche radicale,CHOC,[],143,872,16.4
Gauche radicale,CHOC,ceasefire,181,872,20.76
Gauche radicale,CHOC,cessation_massacre,1,872,0.11
Gauche radicale,CHOC,civil_protection,2,872,0.23
Gauche radicale,CHOC,development_aid,1,872,0.11
Gauche radicale,CHOC,diplomatic_initiative,1,872,0.11
Gauche radicale,CHOC,end_apartheid,1,872,0.11
Gauche radicale,CHOC,end_blockade,8,872,0.92
Gauche radicale,CHOC,end_bombardments,1,872,0.11
Gauche radicale,CHOC,end_colonial_policy,1,872,0.11
Gauche radicale,CHOC,end_colonization,6,872,0.69
Gauche radicale,CHOC,end_of_ethnic_cleaning,1,872,0.11
Gauche radicale,CHOC,end_siege,1,872,0.11
Gauche radicale,CHOC,ethnic_cleaning_stopping,1,872,0.11
Gauche radicale,CHOC,fight_against_antisemitism,1,872,0.11
Gauche radicale,CHOC,flag_half_mast,1,872,0.11
Gauche radicale,CHOC,france_action,1,872,0.11
Gauche radicale,CHOC,freedom,1,872,0.11
Gauche radicale,CHOC,hostage_release,15,872,1.72
Gauche radicale,CHOC,human_rights,2,872,0.23
Gauche radicale,CHOC,humanitarian_access,3,872,0.34
Gauche radicale,CHOC,humanitarian_aid,15,872,1.72
Gauche radicale,CHOC,humanitarian_ceasefire,2,872,0.23
Gauche radicale,CHOC,humanitarian_corridor,2,872,0.23
Gauche radicale,CHOC,humanitarian_corridors,1,872,0.11
Gauche radicale,CHOC,humanitarian_truce,2,872,0.23
Gauche radicale,CHOC,immediate_action,1,872,0.11
Gauche radicale,CHOC,immediate_ceasefire,1,872,0.11
Gauche radicale,CHOC,international_law,2,872,0.23
Gauche radicale,CHOC,international_reaction,1,872,0.11
Gauche radicale,CHOC,justice,4,872,0.46
Gauche radicale,CHOC,lift_blockade,1,872,0.11
Gauche radicale,CHOC,lift_siege,1,872,0.11
Gauche radicale,CHOC,lifting_of_blockade,1,872,0.11
Gauche radicale,CHOC,none,301,872,34.52
Gauche radicale,CHOC,palestinian_rights,1,872,0.11
Gauche radicale,CHOC,peace,8,872,0.92
Gauche radicale,CHOC,peace_in_palestine,2,872,0.23
Gauche radicale,CHOC,peace_negotiation,1,872,0.11
Gauche radicale,CHOC,peace_process,2,872,0.23
Gauche radicale,CHOC,peace_voice,1,872,0.11
Gauche radicale,CHOC,political_perspective,1,872,0.11
Gauche radicale,CHOC,political_solution,2,872,0.23
Gauche radicale,CHOC,release_prisoners,1,872,0.11
Gauche radicale,CHOC,respect_UN_resolutions,2,872,0.23
Gauche radicale,CHOC,respect_for_rights,1,872,0.11
Gauche radicale,CHOC,respect_international_law,3,872,0.34
Gauche radicale,CHOC,security_guarantees,1,872,0.11
Gauche radicale,CHOC,self_determination,2,872,0.23
Gauche radicale,CHOC,solidarity_with_palestinians,2,872,0.23
Gauche radicale,CHOC,state_recognition,5,872,0.57
Gauche radicale,CHOC,statehood,1,872,0.11
Gauche radicale,CHOC,stop_bombing,1,872,0.11
Gauche radicale,CHOC,support_civilians,1,872,0.11
Gauche radicale,CHOC,support_for_palestinians,1,872,0.11
Gauche radicale,CHOC,two_state_solution,7,872,0.8
Gauche radicale,CHOC,war_crime_condemnation,1,872,0.11
Gauche radicale,MANDATS_CPI,UN_decisions,1,253,0.4
Gauche radicale,MANDATS_CPI,abandon_prosecutions,1,253,0.4
Gauche radicale,MANDATS_CPI,abrogation_law,1,253,0.4
Gauche radicale,MANDATS_CPI,accountability,4,253,1.58
Gauche radicale,MANDATS_CPI,action_from_france,1,253,0.4
Gauche radicale,MANDATS_CPI,apply_icc_warrants,1,253,0.4
Gauche radicale,MANDATS_CPI,arrest,1,253,0.4
Gauche radicale,MANDATS_CPI,arrest_netanyahu,1,253,0.4
Gauche radicale,MANDATS_CPI,arrest_warrants,1,253,0.4
Gauche radicale,MANDATS_CPI,arrestation,1,253,0.4
Gauche radicale,MANDATS_CPI,boycott,1,253,0.4
Gauche radicale,MANDATS_CPI,cease_genocide,1,253,0.4
Gauche radicale,MANDATS_CPI,cease_immunity,1,253,0.4
Gauche radicale,MANDATS_CPI,ceasefire,12,253,4.74
Gauche radicale,MANDATS_CPI,condemn_crimes,1,253,0.4
Gauche radicale,MANDATS_CPI,cpi_trial,1,253,0.4
Gauche radicale,MANDATS_CPI,denounce_genocide,1,253,0.4
Gauche radicale,MANDATS_CPI,denounce_israel_crimes,1,253,0.4
Gauche radicale,MANDATS_CPI,denunciation_genocide,1,253,0.4
Gauche radicale,MANDATS_CPI,drop_charges,1,253,0.4
Gauche radicale,MANDATS_CPI,end_colonization,3,253,1.19
Gauche radicale,MANDATS_CPI,end_cooperation,1,253,0.4
Gauche radicale,MANDATS_CPI,end_genocide,1,253,0.4
Gauche radicale,MANDATS_CPI,end_impunity,1,253,0.4
Gauche radicale,MANDATS_CPI,end_massacres,1,253,0.4
Gauche radicale,MANDATS_CPI,end_military_supplies,1,253,0.4
Gauche radicale,MANDATS_CPI,end_occupation,1,253,0.4
Gauche radicale,MANDATS_CPI,end_partnership,1,253,0.4
Gauche radicale,MANDATS_CPI,end_threats,1,253,0.4
Gauche radicale,MANDATS_CPI,freedom_of_expression,1,253,0.4
Gauche radicale,MANDATS_CPI,genocide_accusation,1,253,0.4
Gauche radicale,MANDATS_CPI,genocide_recognition,1,253,0.4
Gauche radicale,MANDATS_CPI,government_resignation,2,253,0.79
Gauche radicale,MANDATS_CPI,hostage_release,1,253,0.4
Gauche radicale,MANDATS_CPI,humanitarian_aid_access,1,253,0.4
Gauche radicale,MANDATS_CPI,icc_arrest_warrant,1,253,0.4
Gauche radicale,MANDATS_CPI,icc_enforcement,3,253,1.19
Gauche radicale,MANDATS_CPI,immediate_release,2,253,0.79
Gauche radicale,MANDATS_CPI,international_arrest_warrant,1,253,0.4
Gauche radicale,MANDATS_CPI,justice,2,253,0.79
Gauche radicale,MANDATS_CPI,justice_for_Palestinians,1,253,0.4
Gauche radicale,MANDATS_CPI,no_immunity,1,253,0.4
Gauche radicale,MANDATS_CPI,none,161,253,63.64
Gauche radicale,MANDATS_CPI,peace,3,253,1.19
Gauche radicale,MANDATS_CPI,peace_policy,1,253,0.4
Gauche radicale,MANDATS_CPI,political_sanctions,1,253,0.4
Gauche radicale,MANDATS_CPI,protection,1,253,0.4
Gauche radicale,MANDATS_CPI,pursuit_warrants,1,253,0.4
Gauche radicale,MANDATS_CPI,recognize_genocide,1,253,0.4
Gauche radicale,MANDATS_CPI,release_medical_staff,1,253,0.4
Gauche radicale,MANDATS_CPI,release_medics,1,253,0.4
Gauche radicale,MANDATS_CPI,release_of_hostages,1,253,0.4
Gauche radicale,MANDATS_CPI,release_prisoners,1,253,0.4
Gauche radicale,MANDATS_CPI,respect_droit_international,1,253,0.4
Gauche radicale,MANDATS_CPI,respect_international_law,2,253,0.79
Gauche radicale,MANDATS_CPI,sanctions,1,253,0.4
Gauche radicale,MANDATS_CPI,save_abusafiya,1,253,0.4
Gauche radicale,MANDATS_CPI,state_recognition,5,253,1.98
Gauche radicale,MANDATS_CPI,stop_atrocities,1,253,0.4
Gauche radicale,MANDATS_CPI,stop_genocide,2,253,0.79
Gauche radicale,MANDATS_CPI,support_for_palestinians,1,253,0.4
Gauche radicale,MANDATS_CPI,support_independence,1,253,0.4
Gauche radicale,MANDATS_CPI,support_palestine,1,253,0.4
Gauche radicale,MANDATS_CPI,trial,1,253,0.4
Gauche radicale,NEW_OFFENSIVE,FreePalestine,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,ICC_reference,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,UN_involvement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,abolition_apologie_terrorisme,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,accountability,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,accountability_CPI,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,action_against_blockade,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,action_against_genocide,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,activist_release,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,aid,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,aid_for_palestinians,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,ambassador_expulsion,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,arms_ban,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,arms_condemnation,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,arms_embargo,29,1324,2.19
Gauche radicale,NEW_OFFENSIVE,arms_stop,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,arrest_war_criminals,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,arrest_warrant,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,arrest_warrants,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,audience_with_president,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,ban_artist,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,block_arms_deliveries,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,boycott,5,1324,0.38
Gauche radicale,NEW_OFFENSIVE,break_alliance_EU_Israel,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,break_blockade,6,1324,0.45
Gauche radicale,NEW_OFFENSIVE,cancel_sanction,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,cease_blockade,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,cease_genocide,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,ceasefire,66,1324,4.98
Gauche radicale,NEW_OFFENSIVE,censorship,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,cessation ventes militaires,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,cessation échanges commerciaux,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,cessation_massacres,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,cessation_of_genocide,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,collaboration CPI,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,concert_interdiction,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,condemnation,4,1324,0.3
Gauche radicale,NEW_OFFENSIVE,condemnation_genocide,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,condemnation_of_israel,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,condemnation_war_crimes,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,confront_Netanyahu,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,consequences_for_Israel,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,crew_release,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,cultural_boycott,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,debate_genocide,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,decriminalization_of_supporters,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,defend_peace,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,defense_right,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,demonstration_support,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,denounce_crimes,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,denounce_genocide,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,denunciation_of_genocide,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,dialogue,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,diplomacy,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,diplomatic_action,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,diplomatic_boycott,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,diplomatic_discussions,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,diplomatic_efforts,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,divestment,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,economic_boycott,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,economic_sanctions,4,1324,0.3
Gauche radicale,NEW_OFFENSIVE,embargo,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,embassy_closure,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,emergency_debate,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_EU_Israel_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_arms_deliveries,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_arms_delivery,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_arms_sales,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_arms_shipments,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_association_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_atrocities,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_blockade,23,1324,1.74
Gauche radicale,NEW_OFFENSIVE,end_blocus,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_cleaning_plan,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_complicity,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_cooperation_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_criminalization,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_eu_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_eu_israel_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_genocide,20,1324,1.51
Gauche radicale,NEW_OFFENSIVE,end_imperialism,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_impunity,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,end_israeli_military_actions,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_massacres,3,1324,0.23
Gauche radicale,NEW_OFFENSIVE,end_occupation,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_of_agreement,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_of_blockade,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_relationship_with_Israel,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_repression,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_siege,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_to_blockade,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_to_genocide,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,end_war_crimes,2,1324,0.15
Gauche radicale,NEW_OFFENSIVE,evacuation,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,exclusion_from_Eurovision,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,financial_stop,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,firm_condemnation,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,flag_display,1,1324,0.08
Gauche radicale,NEW_OFFENSIVE,free_Palestine,1,1324,0.08
